EXC_1	EXC_2	INH_1	INH_2
ENSMUSG00000002111___Spi1	0.507845	0.41326	0	1.147185
ENSMUSG00000002129___Sf3a1	33.901119	34.185059	32.715233	42.356331
ENSMUSG00000002147___Stat6	6.862134	6.746491	4.808313	6.22467
ENSMUSG00000002190___Clgn	12.590887	14.880367	22.876312	23.968668
ENSMUSG00000002204___Napsa	9.644308	12.876168	14.624934	13.568001
ENSMUSG00000002205___Vrk3	11.76858	9.138133	15.960843	17.428373
ENSMUSG00000002210___Smg9	50.640705	62.536369	44.615101	47.90176
ENSMUSG00000002221___Paxip1	37.500603	38.256382	45.675861	48.160931
ENSMUSG00000002222___Rmnd5a	51.408455	52.836361	72.862976	63.706276
ENSMUSG00000002227___Mov10	15.631782	24.608883	20.432381	13.93782
ENSMUSG00000002228___Ppm1j	0.589964	0.411193	0.727125	2.016395
ENSMUSG00000002233___Rhoc	1.600627	0.805963	1.57752	1.394703
ENSMUSG00000002240___Prr27	0	0	0	0
ENSMUSG00000002249___Tead3	0.846703	1.116831	0.654329	1.109964
ENSMUSG00000002250___Ppard	9.49363	9.973079	10.847575	16.84874
ENSMUSG00000002257___Def6	0.360879	0.184865	0.269012	0.56988
ENSMUSG00000002265___Peg3	227.928162	275.000122	403.312439	500.257141
ENSMUSG00000002266___Zim1	4.472044	5.720255	29.199621	35.298374
ENSMUSG00000002274___Metrn	10.620424	4.445014	6.009311	4.430178
ENSMUSG00000002279___Lmf1	35.207855	48.952141	35.293865	46.606464
ENSMUSG00000002280___Ciao3	37.580353	46.674149	44.042461	54.137608
ENSMUSG00000002289___Angptl4	0.135342	0.204335	0.319182	0.513524
ENSMUSG00000002297___Dbf4	5.97578	7.456963	5.388342	5.617501
ENSMUSG00000002307___Daxx	7.718771	14.332944	10.321383	12.406264
ENSMUSG00000002308___Cd320	38.854294	35.998672	34.729904	36.306156
ENSMUSG00000002319___Ipo4	52.12579	72.889526	62.507236	62.640972
ENSMUSG00000002320___Tm9sf1	22.186396	31.397089	25.913019	29.158815
ENSMUSG00000002324___Rec8	6.536622	6.75202	20.176458	17.191544
ENSMUSG00000002325___Irf9	19.733616	28.946123	25.190441	25.150776
ENSMUSG00000002326___Gmpr2	14.99402	15.903302	19.692822	15.648681
ENSMUSG00000002329___Mdp1	15.09691	19.729185	16.626455	17.573322
ENSMUSG00000002332___Dhrs1	25.71323	27.551924	24.496307	30.532917
ENSMUSG00000002341___Ncan	69.554726	73.167725	35.968716	33.065563
ENSMUSG00000002342___Tmem161a	33.927818	40.014355	36.491623	45.229801
ENSMUSG00000002343___Armc6	32.289761	35.645557	30.479555	33.24007
ENSMUSG00000002345___Borcs8	64.818344	68.813446	65.880234	60.595127
ENSMUSG00000002346___Slc25a42	57.830776	60.570858	43.157009	49.749401
ENSMUSG00000002365___Snx9	12.26558	13.254986	15.394313	19.923855
ENSMUSG00000002372___Ranbp3	74.637505	62.850117	70.862122	69.604507
ENSMUSG00000002379___Ndufa11	35.435951	26.952991	32.477783	32.922222
ENSMUSG00000002384___Bmp8b	1.573342	0.827828	2.588633	3.510353
ENSMUSG00000002393___Nr2f6	14.796135	18.741243	16.454006	15.333921
ENSMUSG00000002395___Use1	28.16913	31.692612	45.208527	45.278522
ENSMUSG00000002396___Ocel1	28.344494	25.582785	29.201302	33.498821
ENSMUSG00000002409___Dyrk1b	49.588165	58.555073	42.350193	57.632866
ENSMUSG00000002413___Braf	90.749634	96.895775	101.235611	92.62133
ENSMUSG00000002416___Ndufb2	25.3251	28.512676	36.69603	39.621166
ENSMUSG00000002428___Hltf	26.4242	28.408855	35.005516	39.200024
ENSMUSG00000002455___Prpf6	48.611931	47.846931	56.038189	53.262138
ENSMUSG00000002458___Rgs19	32.207264	24.692339	23.763334	27.825153
ENSMUSG00000002459___Rgs20	15.845334	12.568039	24.236534	26.020586
ENSMUSG00000002475___Abhd3	14.452317	12.473264	27.029982	29.727686
ENSMUSG00000002477___Snrpd1	34.270294	30.620401	42.905869	42.564129
ENSMUSG00000002486___Tchp	14.084733	17.128344	17.32383	25.224823
ENSMUSG00000002489___Tiam1	72.779961	74.943008	74.033012	84.85276
ENSMUSG00000002496___Tsc2	123.155701	166.635574	120.067474	140.797562
ENSMUSG00000002500___Rpl3l	1.205016	0.238697	1.068673	0.4347
ENSMUSG00000002504___Slc9a3r2	13.509075	11.950745	25.276842	26.632059
ENSMUSG00000002524___Puf60	85.479599	87.529114	105.370964	106.230209
ENSMUSG00000002546___Golga2	42.35955	52.048481	43.464809	54.665466
ENSMUSG00000002550___Uck1	36.716038	49.471218	43.315662	41.78212
ENSMUSG00000002565___Scin	0.113492	0.376013	0.196448	0.398249
ENSMUSG00000002578___Ikzf4	11.992573	10.72563	13.750459	16.536602
ENSMUSG00000002580___Mien1	7.29593	3.745262	3.158955	8.000024
ENSMUSG00000002588___Pon1	0.323539	0.637069	0.899133	0.647121
ENSMUSG00000002602___Axl	1.052702	0.805312	1.4152	0.836174
ENSMUSG00000002603___Tgfb1	0.419577	1.082671	0.498716	0.723536
ENSMUSG00000002608___Ccdc97	24.546659	29.75415	28.425631	45.045887
ENSMUSG00000002617___Zfp40	57.249485	54.043686	38.097698	45.493668
ENSMUSG00000002625___Akap8l	276.652069	326.209747	248.284027	315.603394
ENSMUSG00000002633___Shh	1.847958	2.588657	7.237157	5.461593
ENSMUSG00000002635___Pdcd2l	26.07218	30.907717	33.488937	31.493752
ENSMUSG00000002658___Gtf2f1	26.517656	27.817354	30.080687	27.284779
ENSMUSG00000002660___Clpp	43.071495	39.393192	28.555006	31.255852
ENSMUSG00000002661___Alkbh7	11.280788	12.096195	11.728347	12.029969
ENSMUSG00000002664___Pspn	2.808095	3.593402	7.857638	7.942891
ENSMUSG00000002668___Dennd1c	0.107275	0.510873	1.803771	1.231941
ENSMUSG00000002679___Med6	53.479187	42.102783	47.502201	53.886719
ENSMUSG00000002688___Prkd1	9.019468	12.648823	12.26349	15.05934
ENSMUSG00000002699___Lcp2	0.600968	0.817665	0.695112	0.897695
ENSMUSG00000002718___Cse1l	58.657001	62.94389	67.850693	60.858204
ENSMUSG00000002728___Naa20	70.667961	76.051666	106.962654	92.398788
ENSMUSG00000002731___Prkra	12.957818	10.160508	24.496698	26.127155
ENSMUSG00000002732___Fkbp7	6.025152	6.429163	8.711816	10.486984
ENSMUSG00000002733___Plekha3	22.43585	23.619499	23.142181	28.258793
ENSMUSG00000002741___Ykt6	37.504108	39.562283	38.919834	40.216179
ENSMUSG00000002748___Baz1b	140.212173	159.668243	153.928635	177.413422
ENSMUSG00000002763___Pex6	31.435795	35.440193	30.493523	29.250914
ENSMUSG00000002767___Mrpl2	21.734829	15.891463	21.200041	16.715921
ENSMUSG00000002768___Mea1	21.491138	15.311494	17.688862	18.07308
ENSMUSG00000002769___Gnmt	3.111478	2.803396	3.864519	4.427857
ENSMUSG00000002771___Grin2d	3.042042	4.776505	15.428804	20.76829
ENSMUSG00000002778___Kdelr1	26.556116	28.640085	37.989594	34.760345
ENSMUSG00000002781___Tmem143	21.391071	24.368088	22.556309	26.430002
ENSMUSG00000002791___Pdxk-ps	0	0	0.917589	0.683731
ENSMUSG00000002797___Ggct	17.450361	19.062437	18.241709	17.435886
ENSMUSG00000002799___Jag2	45.930473	58.033009	47.968021	61.470982
ENSMUSG00000002803___Btbd6	47.145542	47.167477	51.367733	51.514252
ENSMUSG00000002804___Nudt14	4.625037	4.398242	6.42724	8.155317
ENSMUSG00000002808___Epdr1	66.038963	54.378605	74.128265	60.655064
ENSMUSG00000002812___Flii	26.906675	31.595671	36.731674	38.824276
ENSMUSG00000002814___Top3a	7.560363	8.535997	9.721094	11.401738
ENSMUSG00000002820___Atg4d	33.624146	34.968388	46.27932	47.774471
ENSMUSG00000002825___Qtrt1	41.926495	47.767746	41.456356	48.590641
ENSMUSG00000002831___Plin4	8.945057	12.117373	9.042216	9.369392
ENSMUSG00000002833___Hdgfl2	64.652466	81.690414	61.965302	81.785217
ENSMUSG00000002835___Chaf1a	4.568851	7.25665	3.429858	4.548854
ENSMUSG00000002844___Adprh	20.352421	13.223335	18.900003	18.61376
ENSMUSG00000002845___Tmem39a	41.182011	38.200378	47.453968	41.991112
ENSMUSG00000002846___Timmdc1	22.988888	23.33423	28.419167	23.962421
ENSMUSG00000002847___Pla1a	0	0	0	0.053525
ENSMUSG00000002870___Mcm2	2.26457	2.590778	2.437622	1.379595
ENSMUSG00000002871___Tpra1	51.59972	48.419117	73.550934	77.86734
ENSMUSG00000002881___Nab1	18.453226	21.08943	19.041775	19.628002
ENSMUSG00000002885___Adgre5	2.526484	2.066178	5.764143	3.528861
ENSMUSG00000002897___Il17ra	13.855602	15.04592	0.974886	1.785497
ENSMUSG00000002900___Lamb1	17.532314	16.172564	25.223837	30.84853
ENSMUSG00000002908___Kcnn1	5.815632	5.743163	5.470017	4.980618
ENSMUSG00000002910___Arrdc2	10.987617	10.765392	10.228238	6.664135
ENSMUSG00000002930___Ppp1r17	3.130423	2.199946	15.858505	13.308587
ENSMUSG00000002944___Cd36	0.255995	0.330962	0.7569	0.311539
ENSMUSG00000002948___Map2k7	27.337601	36.02314	26.829721	41.104889
ENSMUSG00000002949___Timm44	76.036308	83.191322	77.840034	97.550621
ENSMUSG00000002957___Ap2a2	71.145279	67.675079	69.249146	63.043354
ENSMUSG00000002963___Pnkp	30.345942	35.252113	23.711134	27.884134
ENSMUSG00000002968___Med25	66.321625	75.330078	50.349976	66.084221
ENSMUSG00000002980___Bcam	1.75706	1.153302	4.481597	3.899627
ENSMUSG00000002981___Clptm1	54.244968	48.137115	59.888908	53.319073
ENSMUSG00000002983___Relb	2.573931	2.699473	1.172354	1.738364
ENSMUSG00000002984___Tomm40	46.912182	54.53194	51.968979	70.941559
ENSMUSG00000002985___Apoe	84.948524	58.894016	71.204788	52.965942
ENSMUSG00000002992___Apoc2	0	0	0	0
ENSMUSG00000002996___Hbp1	67.271637	71.301697	80.730133	80.489197
ENSMUSG00000002997___Prkar2b	30.197071	30.867668	42.567646	36.446667
ENSMUSG00000003031___Cdkn1b	11.32171	8.388226	12.564431	8.977148
ENSMUSG00000003032___Klf4	0	0	0.356663	0.404631
ENSMUSG00000003033___Ap1m1	68.825066	90.650841	68.695145	81.450188
ENSMUSG00000003037___Rab8a	13.028458	10.761724	16.855677	18.696415
ENSMUSG00000003038___Hmgn2	52.020996	56.457958	55.191151	51.614002
ENSMUSG00000003039___Fam32a	27.02705	28.158682	29.32407	29.42572
ENSMUSG00000003051___Elf3	0	0	0	0
ENSMUSG00000003053___Cyp2c29	0	0	0	0
ENSMUSG00000003062___Stard3nl	59.323887	66.65712	71.490692	66.890167
ENSMUSG00000003068___Stk11	31.4697	34.368614	34.193745	39.757225
ENSMUSG00000003070___Efna2	6.537724	5.269773	3.480547	3.938951
ENSMUSG00000003072___Atp5d	64.132767	66.005142	74.866119	66.827805
ENSMUSG00000003099___Ppp5c	56.992821	75.865074	52.076939	48.752148
ENSMUSG00000003119___Cdk12	63.758327	81.27916	66.942299	73.842476
ENSMUSG00000003123___Lipe	22.435518	31.338631	22.529871	28.93063
ENSMUSG00000003131___Pafah1b2	39.150856	36.510506	43.225403	36.482983
ENSMUSG00000003134___Tbc1d8	28.58317	31.706306	50.53727	56.788559
ENSMUSG00000003135___Cnot11	15.175573	14.446809	14.366242	14.591713
ENSMUSG00000003153___Slc2a3	76.35244	78.502411	67.459152	66.401314
ENSMUSG00000003154___Foxj2	12.558938	14.684974	13.073624	13.325301
ENSMUSG00000003161___Sri	40.50901	43.851772	51.920475	50.338787
ENSMUSG00000003166___Dgcr2	42.781284	46.004337	61.01133	50.904232
ENSMUSG00000003184___Irf3	73.635895	67.870087	81.890305	97.548012
ENSMUSG00000003190___Bcl2l12	0.900287	1.236628	1.046501	0.78932
ENSMUSG00000003198___Zfp959	8.097209	17.331139	13.028227	10.837387
ENSMUSG00000003199___Mpnd	45.82111	49.496262	65.535294	66.952896
ENSMUSG00000003200___Sh3gl1	40.245834	51.855625	46.500507	49.231289
ENSMUSG00000003206___Ebi3	0.388657	0.410753	0.328754	0.79171
ENSMUSG00000003208___Yju2	10.962454	9.875401	8.072363	10.334991
ENSMUSG00000003226___Ranbp2	176.9823	186.971573	170.842117	156.465347
ENSMUSG00000003227___Edar	0.419808	0.125131	0.153463	0.169463
ENSMUSG00000003228___Grk5	8.770058	10.498986	19.60899	17.166611
ENSMUSG00000003233___Dvl3	22.085785	28.319511	23.99085	33.824402
ENSMUSG00000003234___Abcf3	48.102116	47.156158	59.340092	63.751484
ENSMUSG00000003235___Eif2b5	27.028696	28.155973	33.1604	30.490749
ENSMUSG00000003269___Cyth2	34.294693	37.700336	32.954166	33.767822
ENSMUSG00000003271___Sult2b1	22.75071	18.117245	15.691365	13.886097
ENSMUSG00000003273___Car11	133.617172	170.398239	137.476883	182.945755
ENSMUSG00000003279___Dlgap1	460.612244	518.986267	294.481628	315.136932
ENSMUSG00000003282___Plag1	20.331383	19.545006	16.385054	18.363733
ENSMUSG00000003283___Hck	1.173647	1.620786	2.05736	2.473647
ENSMUSG00000003299___Mrpl4	26.616455	34.480015	40.393909	35.88694
ENSMUSG00000003308___Keap1	26.363316	26.004993	27.058342	30.712082
ENSMUSG00000003309___Ap1m2	3.031902	2.42037	3.495625	4.212962
ENSMUSG00000003316___Glg1	66.995811	62.495823	89.340202	72.965668
ENSMUSG00000003341___Atp8b3	0.088511	0	0.946781	0.701669
ENSMUSG00000003344___Btbd2	14.707631	14.838085	14.242071	19.240347
ENSMUSG00000003345___Csnk1g2	37.177841	43.993275	26.294987	34.386944
ENSMUSG00000003346___Abhd17a	27.847061	23.773216	22.920395	25.690975
ENSMUSG00000003348___Mob3a	7.102761	3.848344	8.609839	11.446221
ENSMUSG00000003352___Cacnb3	66.970337	70.144875	36.627766	49.084015
ENSMUSG00000003354___Ccdc65	3.615627	6.848077	2.633328	3.381561
ENSMUSG00000003355___Fkbp11	2.30397	2.600451	1.524437	1.467973
ENSMUSG00000003360___Ddx23	42.937027	50.445621	46.40625	48.036793
ENSMUSG00000003363___Pld3	98.581856	114.89753	83.027321	74.152184
ENSMUSG00000003378___Grik5	128.116882	182.126892	105.160339	132.732391
ENSMUSG00000003379___Cd79a	1.207241	0.370136	0.203332	1.07688
ENSMUSG00000003380___Rabac1	70.397202	57.920063	87.225853	66.904434
ENSMUSG00000003382___Etv3	25.005178	25.425728	27.698679	24.846825
ENSMUSG00000003402___Prkcsh	57.395458	66.67247	63.943554	66.917747
ENSMUSG00000003410___Elavl3	57.337605	74.20961	66.553886	83.439293
ENSMUSG00000003411___Rab3b	5.342404	3.607578	9.105223	9.946084
ENSMUSG00000003418___St8sia6	0.831016	0.916123	2.304658	2.60265
ENSMUSG00000003420___Fcgrt	1.542874	0.204731	0.452584	0.956385
ENSMUSG00000003421___Nosip	36.869457	44.637833	31.298367	35.430183
ENSMUSG00000003423___Pih1d1	15.303376	16.390829	19.825699	14.109078
ENSMUSG00000003429___Rps11	28.571369	29.189238	29.089334	26.435286
ENSMUSG00000003435___Supt5	51.251484	66.021828	47.911713	59.927898
ENSMUSG00000003436___Dll3	0.762449	0.396108	0.522803	1.08217
ENSMUSG00000003437___Paf1	57.754826	59.294765	60.689728	68.873978
ENSMUSG00000003438___Timm50	27.582436	27.488075	38.900902	30.967596
ENSMUSG00000003444___Med29	5.251122	6.13304	7.869149	5.302966
ENSMUSG00000003452___Bicd1	110.016205	122.557953	118.336464	127.003983
ENSMUSG00000003458___Ncstn	52.056786	60.947243	52.532681	57.583187
ENSMUSG00000003464___Pex19	48.931911	48.901367	51.983784	55.337921
ENSMUSG00000003469___Phyhip	84.689522	72.207581	64.409439	59.756374
ENSMUSG00000003476___Crhr2	3.482832	0.993476	2.033705	4.707221
ENSMUSG00000003477___Inmt	0	0	0	0.327012
ENSMUSG00000003484___Cyp4f18	3.005222	2.646141	4.685613	4.11964
ENSMUSG00000003500___Impdh1	20.926765	23.232592	27.761194	34.137527
ENSMUSG00000003505___Psg18	0	0	0	0
ENSMUSG00000003518___Dusp3	32.233917	32.185986	20.983408	18.167311
ENSMUSG00000003526___Prodh	10.371279	12.234001	6.732717	8.621678
ENSMUSG00000003527___Ess2	35.714569	34.000423	29.218279	33.290813
ENSMUSG00000003528___Slc25a1	20.884617	27.581408	29.628901	23.788525
ENSMUSG00000003531___Dgcr6	36.272667	33.682331	23.650728	22.620085
ENSMUSG00000003534___Ddr1	18.815977	19.744339	29.828711	27.582949
ENSMUSG00000003541___Ier3	5.215176	5.614013	6.128371	3.838506
ENSMUSG00000003545___Fosb	2.653691	2.841454	1.443018	0.987586
ENSMUSG00000003546___Klc4	13.243415	16.003391	25.278494	32.689259
ENSMUSG00000003549___Ercc1	47.444981	52.490406	50.038918	44.617382
ENSMUSG00000003555___Cyp17a1	0.205541	0.682916	0.085806	0.802215
ENSMUSG00000003559___As3mt	2.568899	3.531657	10.075986	8.541783
ENSMUSG00000003573___Homer3	10.697296	12.835145	36.320847	42.60025
ENSMUSG00000003575___Crtc1	62.799015	70.571159	43.901138	49.000793
ENSMUSG00000003581___Rnf215	51.752029	51.997028	54.33728	62.180672
ENSMUSG00000003585___Sec14l2	35.529362	35.846748	17.737743	15.074289
ENSMUSG00000003604___Aven	6.705883	6.813976	7.561863	7.303099
ENSMUSG00000003617___Cp	3.198519	2.320139	4.756123	4.377275
ENSMUSG00000003623___Crot	17.11865	16.324926	35.50824	33.10088
ENSMUSG00000003644___Rps6ka1	8.475574	9.43891	22.194485	27.000656
ENSMUSG00000003657___Calb2	22.404572	13.32315	37.169102	31.983984
ENSMUSG00000003660___Snrnp200	41.073563	40.158691	42.440506	41.293427
ENSMUSG00000003662___Ciao1	18.257982	16.155655	21.616098	24.389921
ENSMUSG00000003665___Has1	19.696699	22.769028	22.499659	31.394058
ENSMUSG00000003680___Taf6l	19.491585	17.305109	15.751269	18.388365
ENSMUSG00000003721___Insig2	35.409584	45.696945	48.135815	47.318695
ENSMUSG00000003731___Kpna6	49.750011	51.529629	56.977352	53.925114
ENSMUSG00000003746___Man1a	58.704781	58.475723	70.699165	70.663849
ENSMUSG00000003752___Itpkc	10.257696	12.667385	10.074536	10.777442
ENSMUSG00000003762___Coq8b	29.884241	35.863453	25.010361	38.691029
ENSMUSG00000003778___Brd8	71.995987	76.645226	79.763313	87.388748
ENSMUSG00000003779___Kif20a	4.94781	7.808653	7.004207	5.588154
ENSMUSG00000003808___Farsa	41.734459	46.35976	35.268482	51.174934
ENSMUSG00000003809___Gcdh	65.202827	72.823952	69.606018	63.975483
ENSMUSG00000003810___Mast2	69.973763	81.793739	89.079918	97.502876
ENSMUSG00000003812___Dnase2a	12.273315	13.826144	19.728683	20.658169
ENSMUSG00000003813___Rad23a	23.820423	25.875738	28.400032	25.533567
ENSMUSG00000003814___Calr	226.609314	196.673172	239.645432	197.509995
ENSMUSG00000003824___Syce2	3.691433	4.886651	4.900162	6.778265
ENSMUSG00000003847___Nfat5	89.529678	112.285843	80.067566	84.367432
ENSMUSG00000003848___Nob1	35.632854	31.396826	24.932751	27.681461
ENSMUSG00000003849___Nqo1	1.117739	1.163543	1.665743	1.728076
ENSMUSG00000003863___Ppfia3	46.152431	55.288937	37.664768	41.52618
ENSMUSG00000003865___Gys1	12.413132	12.263548	17.373245	21.273054
ENSMUSG00000003868___Ruvbl2	9.700152	9.972281	10.08274	11.915171
ENSMUSG00000003872___Lin7b	149.766525	149.018097	101.960892	78.065407
ENSMUSG00000003873___Bax	56.100941	61.528046	52.045063	50.323399
ENSMUSG00000003882___Il7r	0.576428	0.598681	0.046531	0.35326
ENSMUSG00000003923___Tfam	13.237345	11.067789	17.849207	15.392707
ENSMUSG00000003929___Zfp81	29.967705	35.066021	25.674606	25.246561
ENSMUSG00000003934___Efnb3	28.980259	27.57148	34.230831	36.655384
ENSMUSG00000003948___Mmd	55.465515	56.737041	34.587227	30.525776
ENSMUSG00000003949___Hlf	32.976326	31.868778	29.024944	28.510448
ENSMUSG00000003955___Fam162a	19.403263	18.852758	18.50227	15.278601
ENSMUSG00000003970___Rpl8	59.948681	43.314648	72.823898	48.458241
ENSMUSG00000003974___Grm3	61.092285	54.774857	42.859844	39.0368
ENSMUSG00000003992___Ssbp2	143.337311	153.749969	142.733795	153.967331
ENSMUSG00000004018___Fancl	12.876781	16.785561	13.765373	9.97678
ENSMUSG00000004031___Brinp2	139.044159	147.746353	78.900261	83.934296
ENSMUSG00000004032___Gstm5	31.107075	29.897476	38.966404	28.034426
ENSMUSG00000004035___Gstm7	3.779758	2.957679	5.115452	3.068458
ENSMUSG00000004038___Gstm3	0	0	0.166319	0.119994
ENSMUSG00000004040___Stat3	18.952408	24.425505	24.136549	31.526064
ENSMUSG00000004043___Stat5a	0.791008	0.781381	1.663287	1.222141
ENSMUSG00000004044___Cavin1	0.460999	0.179294	0.278688	0.084072
ENSMUSG00000004054___Map3k11	11.385711	10.481233	9.428429	10.918207
ENSMUSG00000004056___Akt2	37.95158	59.119186	36.748943	43.416805
ENSMUSG00000004069___Dnaja3	22.339779	23.77001	25.561817	28.165108
ENSMUSG00000004070___Hmox2	18.998959	20.730644	20.992321	20.490482
ENSMUSG00000004071___Cdip1	90.693626	96.323479	96.289764	101.273758
ENSMUSG00000004085___Map3k20	2.823838	2.267046	7.086128	8.536156
ENSMUSG00000004096___Cwc15	37.000099	32.300243	39.05426	38.024288
ENSMUSG00000004098___Col5a3	1.519171	1.777125	0.71413	0.751024
ENSMUSG00000004099___Dnmt1	34.529884	36.976173	34.994019	39.130424
ENSMUSG00000004100___Ppan	17.183954	18.580351	13.171986	19.165466
ENSMUSG00000004105___Angptl2	40.985054	43.215603	20.375332	37.655968
ENSMUSG00000004110___Cacna1e	311.320618	355.013092	220.146576	242.055237
ENSMUSG00000004113___Cacna1b	148.024643	169.049942	154.531189	160.897339
ENSMUSG00000004127___Trmt10a	3.295967	5.131994	4.116793	4.606482
ENSMUSG00000004151___Etv1	38.311066	43.056576	41.51289	37.973557
ENSMUSG00000004187___Kifc2	125.197517	169.796295	142.174042	184.725006
ENSMUSG00000004207___Psap	242.610107	204.735718	311.176697	242.25502
ENSMUSG00000004221___Ikbkg	29.743513	29.435017	24.131361	21.133589
ENSMUSG00000004231___Pax2	0.075725	0.222664	1.714272	0.805457
ENSMUSG00000004233___Wars2	6.917762	6.662665	5.964831	7.464261
ENSMUSG00000004263___Atn1	15.710243	21.357615	18.026463	21.806705
ENSMUSG00000004264___Phb2	62.947071	61.877613	56.474396	60.186813
ENSMUSG00000004266___Ptpn6	1.196697	0.589327	0.437174	0.429647
ENSMUSG00000004267___Eno2	298.296417	334.91861	332.393707	347.382996
ENSMUSG00000004268___Emg1	44.974258	34.226433	40.044773	35.750362
ENSMUSG00000004270___Lpcat3	35.551067	33.036903	43.157951	47.6036
ENSMUSG00000004285___Atp6v1f	22.156393	28.106876	21.269541	20.653482
ENSMUSG00000004296___Il12b	0	0	0	0
ENSMUSG00000004317___Clcn5	13.856428	10.912525	23.1026	21.556833
ENSMUSG00000004319___Clcn3	106.097458	107.964783	119.167351	107.090858
ENSMUSG00000004328___Hif3a	1.403275	1.993469	1.281644	0.747806
ENSMUSG00000004341___Gpx6	0	0	1.120463	0
ENSMUSG00000004344___Gpx5	0	0	0	0
ENSMUSG00000004347___Pde1c	11.465921	11.694397	45.799088	44.11784
ENSMUSG00000004356___Utp20	43.958504	50.525272	44.738396	46.95108
ENSMUSG00000004359___Spic	0	0	0	0
ENSMUSG00000004360___9330159F19Rik	105.030174	135.442978	84.896156	107.137886
ENSMUSG00000004364___Cul3	38.757301	45.296448	50.479408	50.32214
ENSMUSG00000004366___Sst	17.158035	14.351937	131.220093	107.512123
